codigo_unico,asunto,descripcion,tipo_tramite,prioridad_real
YAU-HIST-104674,Consulta / Copia: Licencia de Edificación,Solicito duplicado del certificado de habitabilidad de la propiedad en Callejón Nicolasa Moles 919 Piso 0 .,Licencia de Edificación,Baja
YAU-HIST-104675,Trámite de Inspección Técnica de Seguridad (ITSE) - Humano,Solicito la renovación de mi licencia de funcionamiento para el establecimiento comercial ubicado en Cuesta Narciso Miró 18 Piso 3 .,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-104676,Trámite de Constancia de Posesión - Últimos,Solicito la renovación de mi licencia de funcionamiento para el establecimiento comercial ubicado en Cuesta de Erasmo Ruiz 639 Apt. 70 .,Constancia de Posesión,Media
YAU-HIST-104677,EMERGENCIA: Queja por Servicios por cables eléctricos expuestos a la intemperie,Se presenta una situación de emergencia por cables eléctricos expuestos a la intemperie en Calle Sebastian Ribes 22. Existe un riesgo estructural inminente.,Queja por Servicios,Urgente
YAU-HIST-104678,Consulta / Copia: Licencia de Edificación,Realizo una consulta simple para solicitar información sobre los requisitos del trámite de licencia de edificación.,Licencia de Edificación,Baja
YAU-HIST-104679,Consulta / Copia: Constancia de Posesión,Consulta sobre el estado actual de mi trámite administrativo Nro. EXP-5027 presentado anteriormente.,Constancia de Posesión,Baja
YAU-HIST-104680,Urgente: Solicitud de Queja por Servicios por riesgo,Se presenta una situación de emergencia por debilitamiento de vigas por humedad extrema en Avenida de Jacinto Suárez 8. Existe un riesgo estructural inminente.,Queja por Servicios,Alta
YAU-HIST-104681,Urgente: Solicitud de Licencia de Edificación por riesgo,Denuncia de riesgo estructural crítico en Ronda Jennifer Fernandez 608 por filtraciones severas de agua en las columnas. Se teme daño físico a las personas.,Licencia de Edificación,Alta
YAU-HIST-104682,Consulta / Copia: Licencia de Funcionamiento,Realizo una consulta simple para solicitar información sobre los requisitos del trámite de licencia de funcionamiento.,Licencia de Funcionamiento,Baja
YAU-HIST-104683,Trámite de Inspección Técnica de Seguridad (ITSE) - Hechos,Solicitud de licencia de edificación para ampliación de vivienda residencial en Pasaje de Felix Flor 666.,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-104684,Trámite de Queja por Servicios - Negro,Trámite regular para obtener la constancia de posesión del terreno denominado C. Aitana Terrón 65 Piso 3 .,Queja por Servicios,Media
YAU-HIST-104685,Consulta / Copia: Queja por Servicios,Consulta sobre el estado actual de mi trámite administrativo Nro. EXP-9514 presentado anteriormente.,Queja por Servicios,Baja
YAU-HIST-104686,Consulta / Copia: Inspección Técnica de Seguridad (ITSE),Solicito información general sobre los planos catastrales de la zona de Cañada Aníbal Escamilla 98 Puerta 1 .,Inspección Técnica de Seguridad (ITSE),Baja
YAU-HIST-104687,Trámite de Inspección Técnica de Seguridad (ITSE) - Serie,Solicitud de licencia de edificación para ampliación de vivienda residencial en Alameda de Benigna Salvà 63.,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-104688,Trámite de Licencia de Edificación - Buscar,Solicitud de licencia de edificación para ampliación de vivienda residencial en Cuesta de Eva Company 9 Apt. 24 .,Licencia de Edificación,Media
YAU-HIST-104689,Consulta / Copia: Licencia de Edificación,Realizo una consulta simple para solicitar información sobre los requisitos del trámite de licencia de edificación.,Licencia de Edificación,Baja
YAU-HIST-104690,Consulta / Copia: Constancia de Posesión,Solicito duplicado del certificado de habitabilidad de la propiedad en Via Santiago Pinilla 9 Puerta 1 .,Constancia de Posesión,Baja
YAU-HIST-104691,Consulta / Copia: Constancia de Posesión,Consulta sobre el estado actual de mi trámite administrativo Nro. EXP-7159 presentado anteriormente.,Constancia de Posesión,Baja
YAU-HIST-104692,Trámite de Inspección Técnica de Seguridad (ITSE) - Llegar,Requiero una inspección técnica de seguridad (ITSE) de rutina para el local comercial en Acceso de Artemio Arnal 5 Piso 8 .,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-104693,Urgente: Solicitud de Queja por Servicios por riesgo,Se presenta una situación de emergencia por grietas profundas en los muros de carga en Vial Eugenia Tejedor 7. Existe un riesgo estructural inminente.,Queja por Servicios,Alta
YAU-HIST-104694,Consulta / Copia: Queja por Servicios,Realizo una consulta simple para solicitar información sobre los requisitos del trámite de queja por servicios.,Queja por Servicios,Baja
YAU-HIST-104695,Consulta / Copia: Constancia de Posesión,Pedido de copias de actas de la junta vecinal de Urbanización Modesta Prada 48 Piso 4  correspondientes al periodo anterior.,Constancia de Posesión,Baja
YAU-HIST-104696,Trámite de Inspección Técnica de Seguridad (ITSE) - Quiero,Presento la solicitud de regularización de mi constancia de posesión del predio ubicado en Rambla Marco Parejo 28 Piso 0 .,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-104697,Consulta / Copia: Licencia de Funcionamiento,Consulta sobre el estado actual de mi trámite administrativo Nro. EXP-5143 presentado anteriormente.,Licencia de Funcionamiento,Baja
YAU-HIST-104698,Trámite de Queja por Servicios - Habían,Trámite regular para obtener la constancia de posesión del terreno denominado Urbanización de Hilda Aranda 1 Piso 5 .,Queja por Servicios,Media
YAU-HIST-104699,Trámite de Queja por Servicios - Forma,Presento la solicitud de regularización de mi constancia de posesión del predio ubicado en Paseo de Rufina Rincón 62.,Queja por Servicios,Media
YAU-HIST-104700,EMERGENCIA: Queja por Servicios por grietas profundas en los muros de carga,Se presenta una situación de emergencia por grietas profundas en los muros de carga en Camino Renato Canals 90 Piso 3 . Existe un riesgo estructural inminente.,Queja por Servicios,Urgente
YAU-HIST-104701,Consulta / Copia: Licencia de Edificación,Solicitud de copia certificada de la resolución de alcaldía emitida el año pasado sobre el predio Plaza de Dominga Vallejo 7.,Licencia de Edificación,Baja
YAU-HIST-104702,EMERGENCIA: Inspección Técnica de Seguridad (ITSE) por cables eléctricos expuestos a la intemperie,Solicitud de inspección extraordinaria de seguridad en Urbanización Teodora Alemán 58 Piso 9  debido a grietas graves y amenaza de derrumbe.,Inspección Técnica de Seguridad (ITSE),Urgente
YAU-HIST-104703,EMERGENCIA: Queja por Servicios por deslizamiento de tierra en el talud colindante,Fuga de agua masiva y riesgo de corto circuito en Paseo Clemente Patiño 2. Requiero intervención urgente por peligro inminente.,Queja por Servicios,Urgente
YAU-HIST-104704,Trámite de Constancia de Posesión - Presidente,Solicito la renovación de mi licencia de funcionamiento para el establecimiento comercial ubicado en Alameda de Juan Carlos Rebollo 62 Piso 3 .,Constancia de Posesión,Media
YAU-HIST-104705,EMERGENCIA: Queja por Servicios por grietas profundas en los muros de carga,Fuga de agua masiva y riesgo de corto circuito en Urbanización de Tadeo Campoy 77. Requiero intervención urgente por peligro inminente.,Queja por Servicios,Urgente
YAU-HIST-104706,Consulta / Copia: Inspección Técnica de Seguridad (ITSE),Realizo una consulta simple para solicitar información sobre los requisitos del trámite de inspección técnica de seguridad (itse).,Inspección Técnica de Seguridad (ITSE),Baja
YAU-HIST-104707,EMERGENCIA: Licencia de Funcionamiento por hundimiento del suelo en el patio principal,Se solicita apoyo de inmediato por hundimiento del suelo en el patio principal que amenaza la seguridad pública en Paseo Benito Vega 871 Apt. 31 .,Licencia de Funcionamiento,Urgente
YAU-HIST-104708,EMERGENCIA: Inspección Técnica de Seguridad (ITSE) por grietas profundas en los muros de carga,Denuncia de riesgo estructural crítico en Via de Teobaldo Arco 72 Apt. 44  por grietas profundas en los muros de carga. Se teme daño físico a las personas.,Inspección Técnica de Seguridad (ITSE),Urgente
YAU-HIST-104709,Trámite de Constancia de Posesión - Primeros,Solicitud de licencia de edificación para ampliación de vivienda residencial en Ronda Nazaret Arco 24 Piso 2 .,Constancia de Posesión,Media
YAU-HIST-104710,Urgente: Solicitud de Queja por Servicios por riesgo,Denuncia de riesgo estructural crítico en Acceso de Isabel Vall 79 Puerta 9  por cables eléctricos expuestos a la intemperie. Se teme daño físico a las personas.,Queja por Servicios,Alta
YAU-HIST-104711,Trámite de Inspección Técnica de Seguridad (ITSE) - Juego,Requiero una inspección técnica de seguridad (ITSE) de rutina para el local comercial en Callejón de Chema Carbó 97 Apt. 49 .,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-104712,EMERGENCIA: Inspección Técnica de Seguridad (ITSE) por hundimiento del suelo en el patio principal,Denuncia de riesgo estructural crítico en Vial de Alfonso Fajardo 437 Puerta 6  por hundimiento del suelo en el patio principal. Se teme daño físico a las personas.,Inspección Técnica de Seguridad (ITSE),Urgente
YAU-HIST-104713,Consulta / Copia: Licencia de Funcionamiento,Consulta sobre el estado actual de mi trámite administrativo Nro. EXP-8100 presentado anteriormente.,Licencia de Funcionamiento,Baja
YAU-HIST-104714,EMERGENCIA: Constancia de Posesión por debilitamiento de vigas por humedad extrema,Denuncia de riesgo estructural crítico en Cañada Ulises Jurado 30 Piso 1  por debilitamiento de vigas por humedad extrema. Se teme daño físico a las personas.,Constancia de Posesión,Urgente
YAU-HIST-104715,Trámite de Constancia de Posesión - Comisión,Presento la solicitud de regularización de mi constancia de posesión del predio ubicado en Glorieta de Lorenzo Cortina 65.,Constancia de Posesión,Media
YAU-HIST-104716,Urgente: Solicitud de Queja por Servicios por riesgo,Se solicita apoyo de inmediato por cables eléctricos expuestos a la intemperie que amenaza la seguridad pública en Vial Olga Ros 41.,Queja por Servicios,Alta
YAU-HIST-104717,EMERGENCIA: Inspección Técnica de Seguridad (ITSE) por filtraciones severas de agua en las columnas,Reporto peligro de colapso en Acceso Omar Belmonte 6 Piso 2  debido a filtraciones severas de agua en las columnas. Solicito inspección de inmediato.,Inspección Técnica de Seguridad (ITSE),Urgente
YAU-HIST-104718,Trámite de Constancia de Posesión - Recursos,Solicitud de licencia de edificación para ampliación de vivienda residencial en Cuesta Norberto Agudo 96 Puerta 0 .,Constancia de Posesión,Media
YAU-HIST-104719,EMERGENCIA: Licencia de Edificación por filtraciones severas de agua en las columnas,Fuga de agua masiva y riesgo de corto circuito en Plaza Valentín Crespi 31 Piso 3 . Requiero intervención urgente por peligro inminente.,Licencia de Edificación,Urgente
YAU-HIST-104720,Urgente: Solicitud de Licencia de Edificación por riesgo,Denuncia de riesgo estructural crítico en Calle de Jesusa Espinosa 937 por grietas profundas en los muros de carga. Se teme daño físico a las personas.,Licencia de Edificación,Alta
YAU-HIST-104721,Consulta / Copia: Queja por Servicios,Realizo una consulta simple para solicitar información sobre los requisitos del trámite de queja por servicios.,Queja por Servicios,Baja
YAU-HIST-104722,Trámite de Constancia de Posesión - Dicho,Presento la solicitud de regularización de mi constancia de posesión del predio ubicado en Ronda Edgardo Sanchez 86.,Constancia de Posesión,Media
YAU-HIST-104723,Consulta / Copia: Licencia de Funcionamiento,Realizo una consulta simple para solicitar información sobre los requisitos del trámite de licencia de funcionamiento.,Licencia de Funcionamiento,Baja
YAU-HIST-104724,Trámite de Inspección Técnica de Seguridad (ITSE) - Economía,Solicito la renovación de mi licencia de funcionamiento para el establecimiento comercial ubicado en Cañada de Dalila Corbacho 444 Apt. 36 .,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-104725,Trámite de Licencia de Edificación - Vuelve,Presento la solicitud de regularización de mi constancia de posesión del predio ubicado en Rambla de Roxana Quintana 58 Puerta 9 .,Licencia de Edificación,Media
YAU-HIST-104726,EMERGENCIA: Queja por Servicios por cables eléctricos expuestos a la intemperie,Se solicita apoyo de inmediato por cables eléctricos expuestos a la intemperie que amenaza la seguridad pública en Urbanización de Sandalio Rocamora 48.,Queja por Servicios,Urgente
YAU-HIST-104727,Trámite de Inspección Técnica de Seguridad (ITSE) - Aun,Requiero una inspección técnica de seguridad (ITSE) de rutina para el local comercial en Glorieta Carlos Puente 4.,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-104728,Consulta / Copia: Queja por Servicios,Solicito duplicado del certificado de habitabilidad de la propiedad en Pasaje de Edelmira Alcolea 53.,Queja por Servicios,Baja
YAU-HIST-104729,Trámite de Inspección Técnica de Seguridad (ITSE) - Grande,Requiero una inspección técnica de seguridad (ITSE) de rutina para el local comercial en Paseo Irma Giralt 23.,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-104730,Urgente: Solicitud de Constancia de Posesión por riesgo,Se solicita apoyo de inmediato por debilitamiento de vigas por humedad extrema que amenaza la seguridad pública en Pasadizo Alcides Calzada 56 Puerta 0 .,Constancia de Posesión,Alta
YAU-HIST-104731,Trámite de Constancia de Posesión - Congreso,Requiero una inspección técnica de seguridad (ITSE) de rutina para el local comercial en Ronda Elpidio Barragán 4.,Constancia de Posesión,Media
YAU-HIST-104732,Consulta / Copia: Constancia de Posesión,Realizo una consulta simple para solicitar información sobre los requisitos del trámite de constancia de posesión.,Constancia de Posesión,Baja
YAU-HIST-104733,Trámite de Licencia de Funcionamiento - Por,Requiero una inspección técnica de seguridad (ITSE) de rutina para el local comercial en Urbanización de Juan Bautista Bolaños 29 Apt. 66 .,Licencia de Funcionamiento,Media
YAU-HIST-104734,Consulta / Copia: Inspección Técnica de Seguridad (ITSE),Solicito duplicado del certificado de habitabilidad de la propiedad en Urbanización Ligia Pinto 50 Piso 0 .,Inspección Técnica de Seguridad (ITSE),Baja
YAU-HIST-104735,EMERGENCIA: Queja por Servicios por deslizamiento de tierra en el talud colindante,Denuncia de riesgo estructural crítico en Rambla de Nélida Clemente 97 por deslizamiento de tierra en el talud colindante. Se teme daño físico a las personas.,Queja por Servicios,Urgente
